loan_id,age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_id_outlier_flag,age_outlier_flag,education_outlier_flag,loan_amount_outlier_flag,asset_cost_outlier_flag,no_of_loans_outlier_flag,no_of_curr_loans_outlier_flag,loan_to_asset,loan_amount_log,proof_submitted,loan_default
4849,36,2.0,686808,818472,2,2,0,0,0,0,0,0,0,0,0.8391343870040758,13.439811512171199,Aadhar,1
4850,47,1.0,932208,1121400,2,2,0,0,0,0,0,0,0,0,0.8312894596040663,13.745312317454735,Aadhar,1
4851,42,2.0,648036,869136,2,2,0,0,0,0,0,0,0,0,0.745609432816038,13.38170307246977,Aadhar,0
4852,26,2.0,651108,898092,2,2,0,0,0,0,0,0,0,0,0.7249903127964619,13.3864323418909,Aadhar,1
4853,41,2.0,699108,988440,0,0,0,0,0,0,0,0,0,0,0.7072842054145927,13.457561946111962,Aadhar,0
4854,37,2.0,722556,876000,7,2,0,0,0,0,0,0,0,0,0.8248356164383561,13.49055158859042,Aadhar,0
4855,28,1.0,696036,857556,0,0,0,0,0,0,0,0,0,0,0.8116507843219568,13.453158098823105,Aadhar,0
4856,34,1.0,345564,1122948,6,2,0,0,0,0,0,0,0,0,0.30772929823998973,12.752936037635418,Aadhar,0
4857,24,1.0,600036,818520,0,0,0,0,0,0,0,0,0,0,0.733074329277232,13.30474659896364,Aadhar,0
4858,26,1.0,413268,711420,0,0,0,0,0,0,0,0,0,0,0.5809057940457114,12.931853991637855,Aadhar,0
4859,29,2.0,556188,777456,0,0,0,0,0,0,0,0,0,0,0.7153948262023831,13.228863443527821,Aadhar,1
4860,30,2.0,849804,1129212,3,3,0,0,0,0,0,0,0,0,0.7525637347105769,13.652762190382889,Aadhar,0
4861,41,2.0,841284,1402596,0,0,0,0,0,0,0,1,0,0,0.5998049331382664,13.64268576383045,Driving,1
4862,27,1.0,549660,856344,0,0,0,0,0,0,0,0,0,0,0.6418682211821417,13.217057003542134,Aadhar,0
4863,38,2.0,551004,818952,13,7,0,0,0,0,0,0,1,1,0.6728159892154851,13.219499162504043,VoterID,1
4864,28,1.0,675108,815280,3,3,0,0,0,0,0,0,0,0,0.8280688843096851,13.422629438299417,Aadhar,0
4865,44,2.0,603636,738000,0,0,0,0,0,0,0,0,0,0,0.8179349593495935,13.310728302870558,Aadhar,0
4866,31,1.0,861804,1176612,6,3,0,0,0,0,0,0,0,0,0.7324453600677199,13.66678430595721,Aadhar,1
4867,28,2.0,600936,756000,0,0,0,0,0,0,0,0,0,0,0.7948888888888889,13.306245382731609,PAN,1
4868,41,2.0,612936,932400,0,0,0,0,0,0,0,0,0,0,0.6573745173745174,13.326017436390487,Aadhar,0
4869,47,1.0,820584,928536,4,2,0,0,0,0,0,0,0,0,0.8837395642172193,13.617772779515331,Aadhar,0
4870,26,1.0,639636,811428,2,0,0,0,0,0,0,0,0,0,0.7882843579467309,13.368656106924178,Aadhar,0
4871,42,2.0,550548,890832,6,3,0,0,0,0,0,0,0,0,0.6180155180774827,13.218671241174635,Aadhar,1
4872,29,1.0,699108,889728,3,0,0,0,0,0,0,0,0,0,0.7857547475183427,13.457561946111962,Aadhar,1
4873,31,1.0,602436,772584,2,2,0,0,0,0,0,0,0,0,0.7797676369171508,13.308738374564365,Aadhar,0
4874,27,1.0,818028,984000,0,0,0,0,0,0,0,0,0,0,0.8313292682926829,13.614653067279203,Aadhar,0
4875,40,2.0,649356,825612,2,2,0,0,0,0,0,0,0,0,0.7865147308905394,13.383737921490912,VoterID,1
4876,30,1.0,944232,1320528,3,3,0,0,0,0,0,1,0,0,0.7150412562247828,13.75812823670599,Aadhar,1
4877,45,1.0,738564,881748,0,0,0,0,0,0,0,0,0,0,0.8376134677935192,13.512464393329523,Aadhar,0
4878,47,2.0,685908,841092,3,2,0,0,0,0,0,0,0,0,0.8154969967613531,13.438500244847603,VoterID,1
4879,39,1.0,582696,744348,0,0,0,0,0,0,0,0,0,0,0.7828273871898628,13.275422604671027,Aadhar,0
4880,36,2.0,427452,812916,2,2,0,0,0,0,0,0,0,0,0.5258255465509352,12.965599619794473,Aadhar,0
4881,29,1.0,844656,1199400,0,0,0,0,0,0,0,1,0,0,0.704232116058029,13.646685906772877,Aadhar,0
4882,37,1.0,404928,816624,0,0,0,0,0,0,0,0,0,0,0.49585611003350377,12.911467022078345,Aadhar,0
4883,44,2.0,661908,815772,2,2,0,0,0,0,0,0,0,0,0.8113884761918772,13.402883363234697,Aadhar,0
4884,36,2.0,636936,830040,2,0,0,0,0,0,0,0,0,0,0.7673557900824056,13.364426028564363,Aadhar,1
4885,28,1.0,945552,1297800,6,3,0,0,0,0,0,1,0,0,0.728580674988442,13.759525220506983,Aadhar,1
4886,32,2.0,546588,731040,2,0,0,0,0,0,0,0,0,0,0.7476854891661195,13.21145242786819,Aadhar,0
4887,47,2.0,520728,758520,15,5,0,0,0,0,0,0,1,0,0.6865052997943364,13.162985031857852,Aadhar,0
4888,30,2.0,693108,972000,2,2,0,0,0,0,0,0,0,0,0.7130740740740741,13.448942552961,Aadhar,0
4889,28,2.0,685356,890580,0,0,0,0,0,0,0,0,0,0,0.7695614094185812,13.43769514936676,VoterID,0
4890,28,2.0,615636,905412,0,0,0,0,0,0,0,0,0,0,0.6799512266239016,13.330412783104304,Aadhar,0
4891,32,2.0,718956,948264,0,0,0,0,0,0,0,0,0,0,0.7581812659765634,13.485556829629658,Aadhar,1
4892,27,1.0,638136,730800,0,0,0,0,0,0,0,0,0,0,0.8732019704433498,13.3663082728173,Aadhar,0
4893,28,2.0,739788,893676,5,2,0,0,0,0,0,0,0,0,0.8278033649779114,13.514120289386465,Aadhar,1
4894,43,2.0,478728,841560,2,0,0,0,0,0,0,0,0,0,0.5688578354484529,13.078889954285165,Aadhar,0
4895,40,2.0,708156,855948,79,18,1,0,0,0,0,0,1,1,0.8273353054157495,13.470421099505076,Aadhar,1
4896,46,2.0,332748,890400,2,0,0,0,0,0,1,0,0,0,0.37370619946091643,12.715143730993638,Aadhar,0
4897,41,2.0,756156,916836,4,2,0,0,0,0,0,0,0,0,0.8247451016321349,13.536004305558507,Aadhar,1
4898,48,2.0,948948,1141764,0,0,0,0,0,0,0,0,0,0,0.8311244705560868,13.763110335368209,Aadhar,0
4899,33,1.0,722556,830136,0,0,0,0,0,0,0,0,0,0,0.8704067767209228,13.49055158859042,Aadhar,1
4900,24,2.0,580188,737232,2,2,0,0,0,0,0,0,0,0,0.7869815743212448,13.271109191510055,VoterID,0
4901,45,1.0,782028,924000,0,0,0,0,0,0,0,0,0,0,0.8463506493506493,13.569647103238816,Aadhar,0
4902,38,1.0,557940,753732,0,0,0,0,0,0,0,0,0,0,0.7402365827641655,13.232008501006108,Aadhar,0
4903,36,1.0,658956,768624,3,3,0,0,0,0,0,0,0,0,0.8573190532692188,13.398413560976383,VoterID,1
4904,32,1.0,427668,563520,2,2,0,0,0,0,0,0,0,0,0.7589224872231687,12.966104810877368,Aadhar,0
4905,35,2.0,675108,761172,4,2,0,0,0,0,0,0,0,0,0.8869322570982643,13.422629438299417,VoterID,0
4906,31,1.0,612636,815772,0,0,0,0,0,0,0,0,0,0,0.7509892469954841,13.325527869859226,Aadhar,0
4907,25,2.0,521148,857352,0,0,0,0,0,0,0,0,0,0,0.607857682725415,13.163791268332279,Aadhar,0
4908,50,2.0,544188,806760,0,0,0,0,0,0,0,0,0,0,0.6745351777480292,13.207051891970067,Aadhar,0
4909,30,1.0,726564,944340,0,0,0,0,0,0,0,0,0,0,0.7693881441006417,13.496083228052209,Aadhar,1
4910,39,2.0,790584,902088,0,0,0,0,0,0,0,0,0,0,0.8763934339000187,13.580528456732784,Driving,0
4911,29,1.0,639636,819480,0,0,0,0,0,0,0,0,0,0,0.7805388783130766,13.368656106924178,Aadhar,0
4912,31,2.0,694200,801684,7,4,0,0,0,0,0,0,0,0,0.8659272231951741,13.450516822915844,Aadhar,0
4913,46,2.0,667356,800964,0,0,0,0,0,0,0,0,0,0,0.8331910048391687,13.411080414095807,Aadhar,0
4914,41,1.0,722556,855480,0,0,0,0,0,0,0,0,0,0,0.8446205638939542,13.49055158859042,Aadhar,1
4915,30,2.0,659508,844656,0,0,0,0,0,0,0,0,0,0,0.780800704665568,13.399250897748438,Aadhar,0
4916,33,2.0,687108,824316,11,6,0,0,0,0,0,0,1,1,0.8335492699401685,13.440248219463436,Aadhar,0
4917,44,2.0,684156,880008,0,0,0,0,0,0,0,0,0,0,0.7774429323369788,13.435942702429953,Aadhar,1
4918,40,1.0,609336,905196,0,0,0,0,0,0,0,0,0,0,0.6731536595389286,13.320126759815489,PAN,0
4919,29,2.0,634692,810060,0,0,0,0,0,0,0,0,0,0,0.7835123324198208,13.360896696401225,PAN,0
4920,47,2.0,580800,669540,0,0,0,0,0,0,0,0,0,0,0.8674612420467784,13.272163464254326,Aadhar,1
4921,28,1.0,996396,1344624,0,0,0,0,0,0,1,1,0,0,0.7410220254881662,13.81190105152661,Aadhar,1
4922,38,2.0,435108,661680,3,3,0,0,0,0,0,0,0,0,0.6575807036634023,12.983351853394865,VoterID,0
4923,26,1.0,780828,957456,0,0,0,0,0,0,0,0,0,0,0.8155236376397453,13.568111454784738,VoterID,0
4924,41,2.0,642936,749760,2,2,0,0,0,0,0,0,0,0,0.8575224071702945,13.373802020192516,PAN,0
4925,22,,639636,886344,3,0,0,0,0,0,0,0,0,0,0.7216566028539709,13.368656106924178,Aadhar,0
4926,34,2.0,763764,952920,7,4,0,0,0,0,0,0,0,0,0.8014985518196701,13.546015429209614,Aadhar,1
4927,39,2.0,672156,821784,10,4,0,0,0,0,0,0,1,0,0.8179229578575392,13.418247223170207,Aadhar,0
4928,23,,877476,1303968,0,0,0,0,0,0,0,1,0,0,0.6729275565044541,13.684806023152438,VoterID,1
4929,29,2.0,657108,817332,0,0,0,0,0,0,0,0,0,0,0.8039670537798593,13.395605189337589,Aadhar,0
4930,32,1.0,675108,821856,9,4,0,0,0,0,0,0,1,0,0.821443172526574,13.422629438299417,Aadhar,0
4931,29,2.0,508728,1100988,3,2,0,0,0,0,0,0,0,0,0.46206498163467724,13.13967073724572,Aadhar,0
4932,35,2.0,388092,508680,8,3,0,0,0,0,0,1,1,0,0.7629393724935126,12.869000280605828,Aadhar,1
4933,27,1.0,451668,688788,3,2,0,0,0,0,0,0,0,0,0.6557431314134392,13.020704889666145,Aadhar,0
4934,36,1.0,662916,860268,2,0,0,0,0,0,0,0,0,0,0.7705924200365467,13.404405072794308,Aadhar,0
4935,31,2.0,1181868,1620000,3,3,0,0,0,0,1,1,0,0,0.7295481481481482,13.982607641702966,Aadhar,1
4936,32,2.0,864876,1289844,0,0,0,0,0,0,0,1,0,0,0.6705275986863528,13.67034257927134,Aadhar,0
4937,35,1.0,443268,850836,0,0,0,0,0,0,0,0,0,0,0.5209793661763255,13.001932088217993,Aadhar,0
4938,43,2.0,612936,982080,2,0,0,0,0,0,0,0,0,0,0.6241202346041056,13.326017436390487,Aadhar,0
4939,48,2.0,884208,1319196,2,0,0,0,0,0,0,1,0,0,0.6702627964305532,13.69244873901508,PAN,0
4940,48,1.0,1175880,1374000,17,5,1,0,0,0,1,1,1,0,0.8558078602620087,13.977528211844417,Aadhar,1
4941,45,2.0,690708,870000,15,13,1,0,0,0,0,0,1,1,0.7939172413793103,13.445473885251328,Aadhar,0
4942,31,1.0,867804,1291968,0,0,0,0,0,0,0,1,0,0,0.6716915589240601,13.673722314026032,VoterID,1
4943,34,2.0,651636,898428,8,0,0,0,0,0,0,0,1,0,0.7253068693317661,13.387242937400556,Aadhar,1
4944,32,1.0,624552,854472,5,4,0,0,0,0,0,0,0,0,0.7309215515546442,13.34479147284101,Aadhar,1
4945,46,1.0,1135080,1368000,7,6,0,0,0,0,1,1,0,1,0.8297368421052631,13.94221457199,Aadhar,0
4946,22,,377808,850656,0,0,0,0,0,0,0,0,0,0,0.4441372305608848,12.842144055893915,Aadhar,1
4947,40,2.0,740364,900216,0,0,0,0,0,0,0,0,0,0,0.8224292836385934,13.514898586819132,Aadhar,1
4948,26,2.0,615636,858264,3,2,0,0,0,0,0,0,0,0,0.7173037666731915,13.330412783104304,Aadhar,0
4949,34,2.0,551388,817800,0,0,0,0,0,0,0,0,0,0,0.6742333088774761,13.220195828152677,Aadhar,1
4950,30,2.0,707364,953340,3,2,0,0,0,0,0,0,0,0,0.7419850210837686,13.46930207757162,VoterID,0
4951,26,1.0,635256,808728,0,0,0,0,0,0,0,0,0,0,0.78550019289551,13.361784920405444,Aadhar,0
4952,35,1.0,909012,1152000,2,2,0,0,0,0,0,0,0,0,0.7890729166666667,13.720114674487494,Aadhar,0
4953,43,1.0,513864,870432,3,0,1,0,0,0,0,0,0,0,0.5903551340024263,13.149715864025426,PAN,0
4954,26,1.0,964632,1425864,2,2,0,0,0,0,0,1,0,0,0.6765245493258825,13.77950299710377,Aadhar,1
4955,49,2.0,665508,794712,2,0,0,0,0,0,0,0,0,0,0.8374203485036088,13.408307440392276,Aadhar,0
4956,41,2.0,475068,750768,7,6,0,0,0,0,0,0,0,1,0.6327760373377661,13.071215335625002,Aadhar,0
4957,33,2.0,788028,1284960,2,2,0,0,0,0,0,1,0,0,0.6132704519985058,13.577290170193296,VoterID,1
4958,33,2.0,413268,733128,0,0,0,0,0,0,0,0,0,0,0.563705110158117,12.931853991637855,Aadhar,0
4959,48,1.0,583140,821472,3,2,0,0,0,0,0,0,0,0,0.7098720345915625,13.276184288578166,Aadhar,1
4960,37,1.0,699108,895200,0,0,0,0,0,0,0,0,0,0,0.7809517426273458,13.457561946111962,Aadhar,1
4961,47,2.0,766584,975960,2,2,0,0,0,0,0,0,0,0,0.7854666174843231,13.549700864818295,Aadhar,0
4962,46,2.0,657864,784416,2,2,0,0,0,0,0,0,0,0,0.8386672377921919,13.396755022084538,Aadhar,0
4963,35,2.0,737556,894480,7,6,0,0,0,0,0,0,0,1,0.8245639924872552,13.511098652345131,Aadhar,0
4964,36,2.0,785988,1079856,2,2,0,0,0,0,0,0,0,0,0.7278637151620216,13.574698076402472,PAN,1
4965,26,1.0,684156,877344,0,0,0,0,0,0,0,0,0,0,0.7798035890141153,13.435942702429953,VoterID,0
4966,31,1.0,598452,907848,0,0,0,0,0,0,0,0,0,0,0.6591984561292199,13.302103271239073,Aadhar,0
4967,37,1.0,629736,827160,2,2,0,0,0,0,0,0,0,0,0.7613230813869143,13.353057550889439,Aadhar,1
4968,23,,873804,1312800,3,3,0,0,0,0,0,1,0,0,0.6656032906764168,13.680612517616312,Aadhar,0
4969,31,1.0,694308,942900,0,0,0,0,0,0,0,0,0,0,0.7363538020999045,13.45067238535359,Aadhar,0
4970,43,1.0,658956,815412,0,0,0,0,0,0,0,0,0,0,0.8081264440552751,13.398413560976383,Aadhar,0
4971,38,1.0,746556,851172,0,0,0,0,0,0,0,0,0,0,0.8770918216294709,13.523227249375925,VoterID,0
4972,29,2.0,432312,847044,0,0,0,0,0,0,0,0,0,0,0.5103772649354698,12.97690514191304,VoterID,1
4973,27,2.0,624936,877440,0,0,0,0,0,0,0,0,0,0,0.71222647702407,13.345406123637877,VoterID,0
4974,33,2.0,691884,860028,0,0,0,0,0,0,0,0,0,0,0.804490086369281,13.447175035818455,Aadhar,1
4975,34,2.0,619836,964812,0,0,0,0,0,0,0,0,0,0,0.6424422581808684,13.337211819230356,Aadhar,0
4976,43,2.0,764964,1191384,0,0,0,0,0,0,0,0,0,0,0.6420801353719707,13.547585360128048,PAN,1
4977,38,2.0,706956,901320,2,0,0,0,0,0,0,0,0,0,0.7843562774597257,13.468725122661326,Aadhar,0
4978,30,2.0,683508,920952,2,0,0,0,0,0,0,0,0,0,0.7421754879733146,13.434995102579567,Aadhar,1
4979,28,1.0,894000,1369440,0,0,0,0,0,0,0,1,0,0,0.6528215913073957,13.703462172723258,Aadhar,0
4980,37,2.0,728556,829800,3,2,0,0,0,0,0,0,0,0,0.8779898770788142,13.498821144521571,Aadhar,0
4981,24,,734556,1261680,0,0,0,0,0,0,0,1,0,0,0.5822046794749858,13.507022875397166,Aadhar,1
4982,49,1.0,699108,820980,0,0,0,0,0,0,0,0,0,0,0.8515530219980998,13.457561946111962,Aadhar,0
4983,40,2.0,532728,872328,5,3,0,0,0,0,0,0,0,0,0.6106968938289268,13.185768131070388,Aadhar,0
4984,41,1.0,711108,1020000,3,3,0,0,0,0,0,0,0,0,0.6971647058823529,13.474581002239274,Aadhar,0
4985,29,1.0,778788,1012872,0,0,0,0,0,0,0,0,0,0,0.7688908371442789,13.565495428086647,Aadhar,1
4986,34,1.0,734556,853860,0,0,0,0,0,0,0,0,0,0,0.8602768603752372,13.507022875397166,Aadhar,1
4987,41,2.0,608436,787344,2,0,0,0,0,0,0,0,0,0,0.772770224958849,13.318648652771225,Aadhar,0
4988,27,1.0,687108,1229352,0,0,0,0,0,0,0,1,0,0,0.5589188450500752,13.440248219463436,Aadhar,1
4989,33,1.0,594000,881280,0,0,0,0,0,0,0,0,0,0,0.6740196078431373,13.29463628184505,Aadhar,0
4990,36,2.0,451668,784728,12,5,0,0,0,0,0,0,1,0,0.5755726825090987,13.020704889666145,Aadhar,1
4991,32,2.0,527028,732444,0,0,0,0,0,0,0,0,0,0,0.7195471599193931,13.175010854472488,Aadhar,0
4992,48,1.0,853476,1207692,2,2,0,0,0,0,0,1,0,0,0.7067000526624339,13.657073872991786,Aadhar,1
4993,44,2.0,660360,892800,0,0,0,0,0,0,0,0,0,0,0.7396505376344086,13.400541934166178,Aadhar,1
4994,38,2.0,577392,717600,0,0,0,0,0,0,0,0,0,0,0.8046153846153846,13.266278422826089,Aadhar,1
4995,47,2.0,508728,832128,0,0,0,0,0,0,0,0,0,0,0.6113578680203046,13.13967073724572,Aadhar,0
4996,46,2.0,576588,870600,0,0,0,0,0,0,0,0,0,0,0.6622880771881461,13.264884986654481,Aadhar,0
4997,34,2.0,669108,828156,0,0,0,0,0,0,0,0,0,0,0.8079492269572399,13.413702255584646,Aadhar,0
4998,25,1.0,559740,697080,0,0,0,0,0,0,0,0,0,0,0.8029781373730418,13.235229455725218,Aadhar,1
4999,43,2.0,699108,1003800,2,0,0,0,0,0,0,0,0,0,0.6964614465032876,13.457561946111962,VoterID,0
5000,30,2.0,684156,1101156,0,0,0,0,0,0,0,0,0,0,0.6213070627595,13.435942702429953,Aadhar,0
5001,47,1.0,708756,900636,7,4,0,0,0,0,0,0,0,0,0.7869505549411749,13.471268010518536,VoterID,0
5002,36,1.0,626436,1001808,4,3,0,0,0,0,0,0,0,0,0.6253054477504671,13.347803489602681,Aadhar,0
5003,48,1.0,584988,831648,2,0,0,0,0,0,0,0,0,0,0.7034081726884451,13.279348322618404,Aadhar,1
5004,26,2.0,632436,813612,0,0,0,0,0,0,0,0,0,0,0.7773189186000207,13.357335889879847,Aadhar,0
5005,39,1.0,749364,1011600,5,4,0,0,0,0,0,0,0,0,0.7407710557532622,13.526981460221167,Aadhar,1
5006,49,2.0,682956,855036,0,0,0,0,0,0,0,0,0,0,0.7987453159866953,13.434187179030754,VoterID,0
5007,39,1.0,731364,942000,0,0,0,0,0,0,0,0,0,0,0.7763949044585987,13.502667930120632,Aadhar,1
5008,33,1.0,684156,884436,0,0,0,0,0,0,0,0,0,0,0.7735506017394136,13.435942702429953,Aadhar,0
5009,27,1.0,806028,1394088,7,3,0,0,0,0,0,1,0,0,0.5781758396887428,13.599875000990378,Aadhar,0
5010,35,,529128,910800,3,3,0,0,0,0,0,0,0,0,0.5809486166007906,13.178987537445018,Aadhar,1
5011,30,1.0,386208,574800,2,0,0,0,0,0,0,0,0,0,0.6718997912317328,12.864133952692589,Aadhar,0
5012,39,2.0,556188,678000,2,0,0,0,0,0,0,0,0,0,0.8203362831858407,13.228863443527821,Aadhar,0
5013,37,1.0,643236,886800,6,2,0,0,0,0,0,0,0,0,0.7253450608930988,13.374268520068023,Aadhar,1
5014,41,1.0,527388,815268,0,0,0,0,0,0,0,0,0,0,0.6468891211233606,13.175693695649304,Aadhar,1
5015,45,2.0,627996,767364,0,0,0,0,0,0,0,0,0,0,0.8183808466386226,13.350290668368862,Aadhar,0
5016,26,1.0,478728,708672,0,0,0,0,0,0,0,0,0,0,0.6755283121105391,13.078889954285165,Aadhar,1
5017,37,1.0,853824,992400,2,2,0,0,0,0,0,0,0,0,0.8603627569528416,13.657481533739352,Aadhar,1
5018,45,1.0,696156,900732,2,2,0,0,0,0,0,0,0,0,0.7728780591785348,13.45333048859105,Aadhar,1
5019,39,1.0,513528,762648,5,5,0,0,0,0,0,0,0,0,0.6733486483934922,13.149061781926488,Aadhar,0
5020,39,2.0,611316,931200,11,8,0,0,0,0,0,0,1,1,0.6564819587628866,13.323370925216265,Aadhar,0
5021,46,1.0,690156,806280,0,0,0,0,0,0,0,0,0,0,0.8559755916058938,13.444674386922884,Aadhar,1
5022,45,2.0,603636,798132,3,3,0,0,0,0,0,0,0,0,0.7563109861526665,13.310728302870558,Aadhar,1
5023,27,,556188,645600,0,0,0,0,0,0,0,0,0,0,0.8615055762081785,13.228863443527821,VoterID,0
5024,45,1.0,723792,1083792,2,2,0,0,0,0,0,0,0,0,0.6678329421143541,13.49226071888513,Passport,0
5025,30,1.0,615636,874632,12,3,0,0,0,0,0,0,1,0,0.7038800318305298,13.330412783104304,Aadhar,0
5026,41,2.0,467268,666060,7,4,0,0,0,0,0,0,0,0,0.7015404017656067,13.054660387947466,Aadhar,1
5027,49,1.0,656556,797592,9,3,0,0,0,0,0,0,1,0,0.8231727499774321,13.394764793023018,Aadhar,0
5028,49,2.0,636936,834972,0,0,0,0,0,0,0,0,0,0,0.7628231844900188,13.364426028564363,VoterID,1
5029,35,,711108,860760,0,0,0,0,0,0,0,0,0,0,0.8261396905060644,13.474581002239274,Aadhar,0
5030,45,2.0,1174788,1790352,0,0,0,0,0,0,1,1,0,0,0.6561771093058795,13.976599114966886,Aadhar,0
5031,34,2.0,835476,1497600,0,0,0,0,0,0,0,1,0,0,0.5578766025641025,13.635758098212579,Aadhar,0
5032,45,2.0,684156,905904,8,4,0,0,0,0,0,0,1,0,0.755219096063159,13.435942702429953,Aadhar,1
5033,33,2.0,1136520,1725780,0,0,0,0,0,0,1,1,0,0,0.6585543927963008,13.943482399886689,Aadhar,1
5034,31,1.0,651636,1113516,0,0,0,0,0,0,0,0,0,0,0.5852057806084511,13.387242937400556,Aadhar,0
5035,28,2.0,472728,939396,0,0,0,0,0,0,0,0,0,0,0.5032254767957283,13.066277564592763,Aadhar,0
5036,37,2.0,597636,784188,0,0,0,0,0,0,0,0,0,0,0.7621080659229674,13.300738825208095,Aadhar,0
5037,36,1.0,577200,709080,0,0,0,0,0,0,0,0,0,0,0.8140125232695887,13.265945838382084,Aadhar,0
5038,26,1.0,660156,836508,0,0,0,0,0,0,0,0,0,0,0.7891807370640807,13.400232964501814,Aadhar,1
5039,49,1.0,687108,905532,11,4,0,0,0,0,0,0,1,0,0.7587893083844635,13.440248219463436,Aadhar,0
5040,42,1.0,437268,837540,3,2,0,0,0,0,0,0,0,0,0.5220861093201519,12.98830384533872,Aadhar,0
5041,26,1.0,584376,754224,0,0,0,0,0,0,0,0,0,0,0.7748043021701776,13.278301601479125,Aadhar,0
5042,24,,487128,657348,0,0,0,0,0,0,0,0,0,0,0.7410504025265157,13.096284254051998,Aadhar,0
5043,44,2.0,849804,1176000,0,0,0,0,0,0,0,0,0,0,0.7226224489795918,13.652762190382889,Aadhar,1
5044,40,1.0,643668,813780,0,0,0,0,0,0,0,0,0,0,0.790960701909607,13.374939897800704,Aadhar,0
5045,47,2.0,758112,1249512,0,0,0,0,0,0,0,1,0,0,0.6067264660123313,13.538587730030859,Aadhar,1
5046,34,2.0,550188,853200,27,14,0,0,0,0,0,0,1,1,0.6448523206751055,13.218017134542837,Aadhar,0
5047,39,2.0,581436,806052,9,5,0,0,0,0,0,0,1,0,0.7213380774441351,13.27325790457289,VoterID,0
5048,32,2.0,664236,929772,0,0,0,0,0,0,0,0,0,0,0.7144074031052774,13.406394292485873,Aadhar,0
5049,32,1.0,734556,932712,0,0,0,0,0,0,0,0,0,0,0.7875485680467282,13.507022875397166,Aadhar,0
5050,45,1.0,889476,1020000,3,2,0,0,0,0,0,0,0,0,0.872035294117647,13.698388928530564,Aadhar,0
5051,42,1.0,529128,675600,5,4,0,0,0,0,0,0,0,0,0.7831971580817052,13.178987537445018,Aadhar,0
5052,47,1.0,1155612,1999812,0,0,0,0,0,0,1,1,0,0,0.5778603188699738,13.960141497078265,Aadhar,0
5053,33,1.0,745764,1225740,0,0,0,0,0,0,0,1,0,0,0.6084194037887317,13.522165816153928,VoterID,1
5054,47,2.0,820284,1059600,0,0,0,0,0,0,0,0,0,0,0.7741449603624009,13.617407119830721,Aadhar,1
5055,48,2.0,588036,782580,5,4,0,0,0,0,0,0,0,0,0.7514068849191137,13.284545150071127,Aadhar,0
5056,25,2.0,675108,814068,3,2,0,0,0,0,0,0,0,0,0.829301729093884,13.422629438299417,Aadhar,0
5057,24,,1382724,2020836,3,2,0,0,0,0,1,1,0,0,0.6842336537947661,14.139566747780265,Aadhar,0
5058,26,1.0,620436,783000,3,2,0,0,0,0,0,0,0,0,0.7923831417624521,13.338179347448808,Aadhar,0
5059,30,1.0,562188,758928,0,0,0,0,0,0,0,0,0,0,0.7407659224590475,13.239593371272402,Aadhar,0
5060,40,2.0,794028,965328,0,0,0,0,0,0,0,0,0,0,0.8225473621401224,13.584875263491762,Aadhar,0
5061,36,2.0,761364,996000,5,3,0,0,0,0,0,0,0,0,0.764421686746988,13.542868153920207,Aadhar,0
5062,25,1.0,683508,821748,0,0,0,0,0,0,0,0,0,0,0.8317732443522832,13.434995102579567,Aadhar,0
5063,47,2.0,627636,826152,0,0,0,0,0,0,0,0,0,0,0.7597100775644191,13.3497172528515,Aadhar,0
5064,40,2.0,686292,825576,3,3,0,0,0,0,0,0,0,0,0.8312887002529143,13.439059929223554,Aadhar,1
5065,34,1.0,723516,999888,2,2,0,0,0,0,0,0,0,0,0.7235970428688013,13.491879321667746,Aadhar,0
5066,29,1.0,667188,959712,2,0,0,0,0,0,0,0,0,0,0.6951960588176453,13.410828643080213,Aadhar,0
5067,44,2.0,642156,944640,0,0,0,0,0,0,0,0,0,0,0.6797891260162602,13.372588101061645,Aadhar,0
5068,33,2.0,591156,734520,2,0,0,0,0,0,0,0,0,0,0.8048194739421664,13.28983691254738,Aadhar,1
5069,45,1.0,615636,711696,10,4,0,0,0,0,0,0,1,0,0.8650266405881163,13.330412783104304,PAN,0
5070,37,2.0,633636,757644,70,10,0,0,0,0,0,0,1,1,0.8363241839175127,13.359231514241992,Aadhar,0
5071,34,1.0,544536,870000,0,0,0,0,0,0,0,0,0,0,0.6259034482758621,13.207691171296274,Aadhar,1
5072,25,2.0,660156,865992,0,0,0,0,0,0,0,0,0,0,0.7623118920267162,13.400232964501814,VoterID,1
5073,47,2.0,520728,724980,0,0,0,0,0,0,0,0,0,0,0.7182653314574196,13.162985031857852,Aadhar,0
5074,32,1.0,552396,758208,0,0,0,0,0,0,0,0,0,0,0.7285546973917447,13.222022269655314,VoterID,1
5075,41,1.0,755556,924564,15,4,0,0,0,0,0,0,1,0,0.8172024867937753,13.535210504572994,Aadhar,0
5076,44,2.0,443268,803268,7,6,0,0,0,0,0,0,0,1,0.5518307712992426,13.001932088217993,Aadhar,0
5077,47,2.0,657108,822168,6,0,0,0,0,0,0,0,0,0,0.799238111918732,13.395605189337589,Aadhar,1
5078,30,2.0,890292,1182804,3,3,0,0,0,0,0,0,0,0,0.7526961356234846,13.6993059010126,VoterID,1
5079,26,2.0,572988,751668,0,0,0,0,0,0,0,0,0,0,0.7622886699979247,13.25862179830493,Aadhar,1
